Index,Id,Name,Location,OZONE_PPM,EpochTime,PM2_5_daily_max,PM2_5_daily_mean,OZONE,CO_PPM,PM25B_UG_M3_daily_mean,OZONE_PPM_daily_median,CO_PPB,PM25B_UG_M3,OZONE_daily_max,OZONE2_PPM,NO_PPB,OZONE_daily_mean,PM25T_UG_M3,PM2_5,OZONE2_PPM_daily_median,PM25B_UG_M3_daily_max,OZONE_PPM_daily_max,SO2_PPB,OZONE_PPM_daily_mean,OZONE_daily_median,PM25B_UG_M3_daily_median,PM10_UG_M3,PM2_5_daily_median,OZONE2_PPM_daily_mean,NO2_PPB,OZONE2_PPM_daily_max,PM10B_UG_M3,Latitude,Longitude
715,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475706600,,,,,,,148.6,,,,0.4,,3,,,,,,,,,,,,2.8,,,40.43743056,-79.86357222
716,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475710200,,,,,,,147.5,,,,0.3,,7,,,,,,,,,,,,3.4,,,40.43743056,-79.86357222
717,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475713800,,,,,,,172.4,,,,0.7,,6,,,,,,,,,,,,3.8,,,40.43743056,-79.86357222
718,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475717400,,,,,,,142.6,,,,0.4,,7,,,,,,,,,,,,3.2,,,40.43743056,-79.86357222
719,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475721000,,,,,,,135.8,,,,0.3,,6,,,,,,,,,,,,2.9,,,40.43743056,-79.86357222
720,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475724600,,,,,,,133.7,,,,0.3,,5,,,,,,,,,,,,3.2,,,40.43743056,-79.86357222
721,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475728200,,,,,,,147.8,,,,0.4,,5,,,,,,,,,,,,4.4,,,40.43743056,-79.86357222
722,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475731800,,,,,,,144.2,,,,0.8,,2,,,,,,,,,,,,3.9,,,40.43743056,-79.86357222
723,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475735400,,,,,,,,,,,0.7,,6,,,,,,,,,,,,4.9,,,40.43743056,-79.86357222
724,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475739000,,,,,,,161.7,,,,,,10,,,,,,,,,,,,,,,40.43743056,-79.86357222
725,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475742600,,,,,,,141.1,,,,0.8,,7,,,,,,,,,,,,4.2,,,40.43743056,-79.86357222
726,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475746200,,,,,,,183.4,,,,2.8,,7,,,,,,,,,,,,6.3,,,40.43743056,-79.86357222
727,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475749800,,,,,,,237.9,,,,3.7,,8,,,,,,,,,,,,9,,,40.43743056,-79.86357222
728,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475753400,,,,,,,364.1,,,,5.7,,11,,,,,,,,,,,,10.5,,,40.43743056,-79.86357222
729,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475757000,,,,,,,331.4,,,,4.7,,7,,,,,,,,,,,,9.6,,,40.43743056,-79.86357222
730,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475760600,,,,,,,278.9,,,,4.9,,6,,,,,,,,,,,,8.5,,,40.43743056,-79.86357222
731,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475764200,,,,,,,189.6,,,,3.5,,7,,,,,,,,,,,,6.4,,,40.43743056,-79.86357222
732,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475767800,,,,,,,322.8,,,,10.6,,6,,,,,,,,,,,,7.3,,,40.43743056,-79.86357222
733,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475771400,,,,,,,363.7,,,,10,,6,,,,,,,,,,,,9.2,,,40.43743056,-79.86357222
734,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475775000,,,,,,,381.9,,,,3.8,,7,,,,,,,,,,,,7.1,,,40.43743056,-79.86357222
735,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475778600,,,,,,,640.9,,,,12,,5,,,,,,,,,,,,13,,,40.43743056,-79.86357222
736,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475782200,,,,,,,364,,,,4.6,,2,,,,,,,,,,,,7,,,40.43743056,-79.86357222
737,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475785800,,,,,,,339.3,,,,5.5,,1,,,,,,,,,,,,13.3,,,40.43743056,-79.86357222
738,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475789400,,,,,,,232,,,,2.4,,2,,,,,,,,,,,,10.3,,,40.43743056,-79.86357222
739,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475793000,,,,,,,304.8,,,,0.7,,5,,,,,,,,,,,,11.4,,,40.43743056,-79.86357222
740,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475796600,,,,,,,404.2,,,,0.5,,7,,,,,,,,,,,,17.2,,,40.43743056,-79.86357222
741,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475800200,,,,,,,231.1,,,,0.3,,9,,,,,,,,,,,,9.3,,,40.43743056,-79.86357222
742,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475803800,,,,,,,208.6,,,,0.3,,8,,,,,,,,,,,,6.2,,,40.43743056,-79.86357222
743,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475807400,,,,,,,180.7,,,,0.3,,10,,,,,,,,,,,,4.5,,,40.43743056,-79.86357222
744,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475811000,,,,,,,178,,,,0.5,,9,,,,,,,,,,,,4.1,,,40.43743056,-79.86357222
745,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475814600,,,,,,,219.7,,,,0.7,,6,,,,,,,,,,,,4.4,,,40.43743056,-79.86357222
746,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475818200,,,,,,,160.9,,,,0.7,,4,,,,,,,,,,,,3,,,40.43743056,-79.86357222
747,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475821800,,,,,,,,,,,0.6,,7,,,,,,,,,,,,3.2,,,40.43743056,-79.86357222
748,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475825400,,,,,,,158.2,,,,,,6,,,,,,,,,,,,,,,40.43743056,-79.86357222
749,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475829000,,,,,,,154.7,,,,,,10,,,,,,,,,,,,,,,40.43743056,-79.86357222
750,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475832600,,,,,,,157.6,,,,0.6,,7,,,,,,,,,,,,4.2,,,40.43743056,-79.86357222
751,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475836200,,,,,,,197.7,,,,1.1,,6,,,,,,,,,,,,7.7,,,40.43743056,-79.86357222
752,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475839800,,,,,,,196.4,,,,0.8,,7,,,,,,,,,,,,8.4,,,40.43743056,-79.86357222
753,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475843400,,,,,,,249.3,,,,3.5,,7,,,,,,,,,,,,9.1,,,40.43743056,-79.86357222
754,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475847000,,,,,,,241.2,,,,3.4,,4,,,,,,,,,,,,7.2,,,40.43743056,-79.86357222
755,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475850600,,,,,,,164.4,,,,2.2,,7,,,,,,,,,,,,4.9,,,40.43743056,-79.86357222
756,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475854200,,,,,,,149.2,,,,1.6,,7,,,,,,,,,,,,3.6,,,40.43743056,-79.86357222
757,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475857800,,,,,,,136,,,,0.7,,1,,,,,,,,,,,,2,,,40.43743056,-79.86357222
758,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475861400,,,,,,,147.3,,,,0.6,,0,,,,,,,,,,,,2,,,40.43743056,-79.86357222
759,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475865000,,,,,,,159.3,,,,0.6,,5,,,,,,,,,,,,2.3,,,40.43743056,-79.86357222
760,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475868600,,,,,,,158.4,,,,0.4,,3,,,,,,,,,,,,1.9,,,40.43743056,-79.86357222
761,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475872200,,,,,,,228.4,,,,0.4,,2,,,,,,,,,,,,2.5,,,40.43743056,-79.86357222
762,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475875800,,,,,,,151,,,,0.6,,11,,,,,,,,,,,,3.3,,,40.43743056,-79.86357222
763,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475879400,,,,,,,134.1,,,,0.4,,9,,,,,,,,,,,,2.3,,,40.43743056,-79.86357222
764,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475883000,,,,,,,133,,,,0.7,,2,,,,,,,,,,,,2.1,,,40.43743056,-79.86357222
765,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475886600,,,,,,,164.6,,,,1,,2,,,,,,,,,,,,2.8,,,40.43743056,-79.86357222
766,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475890200,,,,,,,146.4,,,,0.5,,0,,,,,,,,,,,,2.6,,,40.43743056,-79.86357222
767,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475893800,,,,,,,133.1,,,,0.4,,1,,,,,,,,,,,,2.2,,,40.43743056,-79.86357222
768,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475897400,,,,,,,129.4,,,,0.3,,4,,,,,,,,,,,,1.8,,,40.43743056,-79.86357222
769,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475901000,,,,,,,132.5,,,,0.3,,4,,,,,,,,,,,,2,,,40.43743056,-79.86357222
770,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475904600,,,,,,,131.8,,,,0.3,,3,,,,,,,,,,,,1.8,,,40.43743056,-79.86357222
771,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475908200,,,,,,,,,,,0.3,,3,,,,,,,,,,,,2.7,,,40.43743056,-79.86357222
772,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475911800,,,,,,,173.9,,,,,,10,,,,,,,,,,,,,,,40.43743056,-79.86357222
773,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475915400,,,,,,,289.6,,,,0.4,,9,,,,,,,,,,,,4.3,,,40.43743056,-79.86357222
774,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475919000,,,,,,,144.5,,,,0.4,,8,,,,,,,,,,,,2.1,,,40.43743056,-79.86357222
775,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475922600,,,,,,,222.1,,,,0.5,,2,,,,,,,,,,,,4,,,40.43743056,-79.86357222
776,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475926200,,,,,,,183,,,,1.2,,7,,,,,,,,,,,,6.5,,,40.43743056,-79.86357222
777,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475929800,,,,,,,870.5,,,,14.1,,7,,,,,,,,,,,,16.8,,,40.43743056,-79.86357222
778,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475933400,,,,,,,682.4,,,,10.7,,7,,,,,,,,,,,,11.6,,,40.43743056,-79.86357222
779,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475937000,,,,,,,683.5,,,,11.4,,8,,,,,,,,,,,,8.8,,,40.43743056,-79.86357222
780,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475940600,,,,,,,675.5,,,,8.6,,5,,,,,,,,,,,,6.8,,,40.43743056,-79.86357222
781,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475944200,,,,,,,727.5,,,,8.5,,3,,,,,,,,,,,,6.9,,,40.43743056,-79.86357222
782,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475947800,,,,,,,667.8,,,,8.1,,4,,,,,,,,,,,,4.9,,,40.43743056,-79.86357222
783,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475951400,,,,,,,768.5,,,,10,,4,,,,,,,,,,,,6.4,,,40.43743056,-79.86357222
784,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475955000,,,,,,,1034.4,,,,11.4,,6,,,,,,,,,,,,7.3,,,40.43743056,-79.86357222
785,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475958600,,,,,,,962.1,,,,9.8,,5,,,,,,,,,,,,8.4,,,40.43743056,-79.86357222
786,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475962200,,,,,,,971.9,,,,7.1,,6,,,,,,,,,,,,8.7,,,40.43743056,-79.86357222
787,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475965800,,,,,,,1244.2,,,,8.9,,3,,,,,,,,,,,,12,,,40.43743056,-79.86357222
788,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475969400,,,,,,,825,,,,7.2,,5,,,,,,,,,,,,11.1,,,40.43743056,-79.86357222
789,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475973000,,,,,,,663.6,,,,5.6,,7,,,,,,,,,,,,9.7,,,40.43743056,-79.86357222
790,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475976600,,,,,,,360.2,,,,2.3,,7,,,,,,,,,,,,5.3,,,40.43743056,-79.86357222
791,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475980200,,,,,,,452.5,,,,3.9,,5,,,,,,,,,,,,9,,,40.43743056,-79.86357222
792,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475983800,,,,,,,745.7,,,,3.3,,6,,,,,,,,,,,,15.7,,,40.43743056,-79.86357222
793,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475987400,,,,,,,1070.3,,,,11.1,,8,,,,,,,,,,,,16.9,,,40.43743056,-79.86357222
794,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475991000,,,,,,,302.5,,,,1.9,,1,,,,,,,,,,,,6.5,,,40.43743056,-79.86357222
795,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475994600,,,,,,,,,,,1.5,,5,,,,,,,,,,,,3.8,,,40.43743056,-79.86357222
796,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1475998200,,,,,,,199.4,,,,,,9,,,,,,,,,,,,,,,40.43743056,-79.86357222
797,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476001800,,,,,,,127.7,,,,0.2,,3,,,,,,,,,,,,1.9,,,40.43743056,-79.86357222
798,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476005400,,,,,,,176.3,,,,0.9,,6,,,,,,,,,,,,2.5,,,40.43743056,-79.86357222
799,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476009000,,,,,,,223.3,,,,2.3,,4,,,,,,,,,,,,3.8,,,40.43743056,-79.86357222
800,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476012600,,,,,,,521.8,,,,5.4,,3,,,,,,,,,,,,6.1,,,40.43743056,-79.86357222
801,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476016200,,,,,,,496.7,,,,5.6,,5,,,,,,,,,,,,5.7,,,40.43743056,-79.86357222
802,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476019800,,,,,,,349.6,,,,3.6,,9,,,,,,,,,,,,4.1,,,40.43743056,-79.86357222
803,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476023400,,,,,,,440,,,,5.5,,6,,,,,,,,,,,,4.1,,,40.43743056,-79.86357222
804,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476027000,,,,,,,465.5,,,,5.7,,6,,,,,,,,,,,,3.3,,,40.43743056,-79.86357222
805,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476030600,,,,,,,511,,,,5.5,,3,,,,,,,,,,,,3.3,,,40.43743056,-79.86357222
806,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476034200,,,,,,,509.9,,,,5.6,,1,,,,,,,,,,,,3.2,,,40.43743056,-79.86357222
807,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476037800,,,,,,,529.9,,,,5.1,,0,,,,,,,,,,,,3.6,,,40.43743056,-79.86357222
808,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476041400,,,,,,,572.7,,,,4.9,,0,,,,,,,,,,,,3.8,,,40.43743056,-79.86357222
809,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476045000,,,,,,,558.7,,,,4.9,,1,,,,,,,,,,,,3.8,,,40.43743056,-79.86357222
810,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476048600,,,,,,,619.6,,,,5.3,,4,,,,,,,,,,,,4.1,,,40.43743056,-79.86357222
811,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476052200,,,,,,,824,,,,7.5,,5,,,,,,,,,,,,6.3,,,40.43743056,-79.86357222
812,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476055800,,,,,,,794.1,,,,11,,0,,,,,,,,,,,,9.1,,,40.43743056,-79.86357222
813,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476059400,,,,,,,496.5,,,,5.1,,4,,,,,,,,,,,,5.9,,,40.43743056,-79.86357222
814,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476063000,,,,,,,388.4,,,,4.1,,4,,,,,,,,,,,,4.4,,,40.43743056,-79.86357222
815,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476066600,,,,,,,433.3,,,,5.3,,4,,,,,,,,,,,,5,,,40.43743056,-79.86357222
816,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476070200,,,,,,,440.3,,,,5.5,,1,,,,,,,,,,,,5.3,,,40.43743056,-79.86357222
817,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476073800,,,,,,,351.9,,,,4.9,,5,,,,,,,,,,,,5.3,,,40.43743056,-79.86357222
818,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476077400,,,,,,,236.8,,,,2.1,,1,,,,,,,,,,,,5,,,40.43743056,-79.86357222
819,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476081000,,,,,,,,,,,7.6,,4,,,,,,,,,,,,6.5,,,40.43743056,-79.86357222
820,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476084600,,,,,,,217.9,,,,,,8,,,,,,,,,,,,,,,40.43743056,-79.86357222
821,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476088200,,,,,,,189.4,,,,2.8,,8,,,,,,,,,,,,9.1,,,40.43743056,-79.86357222
822,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476091800,,,,,,,304.7,,,,12.8,,9,,,,,,,,,,,,13.7,,,40.43743056,-79.86357222
823,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476095400,,,,,,,514.2,,,,15.3,,6,,,,,,,,,,,,15.1,,,40.43743056,-79.86357222
824,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476099000,,,,,,,696.8,,,,25.6,,10,,,,,,,,,,,,16.2,,,40.43743056,-79.86357222
825,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476102600,,,,,,,916.9,,,,35.1,,7,,,,,,,,,,,,15.9,,,40.43743056,-79.86357222
826,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476106200,,,,,,,581.6,,,,18.5,,14,,,,,,,,,,,,13.3,,,40.43743056,-79.86357222
827,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476109800,,,,,,,712.3,,,,25,,5,,,,,,,,,,,,14.1,,,40.43743056,-79.86357222
828,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476113400,,,,,,,555.5,,,,25.4,,8,,,,,,,,,,,,15.4,,,40.43743056,-79.86357222
829,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476117000,,,,,,,535.3,,,,18.2,,4,,,,,,,,,,,,10.4,,,40.43743056,-79.86357222
830,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476120600,,,,,,,515.7,,,,15.7,,4,,,,,,,,,,,,9.3,,,40.43743056,-79.86357222
831,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476124200,,,,,,,854.8,,,,16.9,,0,,,,,,,,,,,,12.3,,,40.43743056,-79.86357222
832,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476127800,,,,,,,693.3,,,,13.7,,4,,,,,,,,,,,,10,,,40.43743056,-79.86357222
833,43,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1476131400,,,,,,,737.1,,,,12.2,,3,,,,,,,,,,,,9.4,,,40.43743056,-79.86357222
834,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473129000,,,,,,,,,,,,,,18,,,,,,,,,,,,,,40.43743056,-79.86357222
835,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473132600,,,,,,,,,,,,,,18,,,,,,,,,,,,,,40.43743056,-79.86357222
836,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473136200,,,,,,,,,,,,,,17,,,,,,,,,,,,,,40.43743056,-79.86357222
837,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473139800,,,,,,,,,,,,,,21,,,,,,,,,,,,,,40.43743056,-79.86357222
838,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473143400,,,,,,,,,,,,,,27,,,,,,,,,,,,,,40.43743056,-79.86357222
839,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473147000,,,,,,,,,,,,,,25,,,,,,,,,,,,,,40.43743056,-79.86357222
840,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473150600,,,,,,,,,,,,,,24,,,,,,,,,,,,,,40.43743056,-79.86357222
841,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473154200,,,,,,,,,,,,,,24,,,,,,,,,,,,,,40.43743056,-79.86357222
842,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473157800,,,,,,,,,,,,,,23,,,,,,,,,,,,,,40.43743056,-79.86357222
843,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473161400,,,,,,,,,,,,,,26,,,,,,,,,,,,,,40.43743056,-79.86357222
844,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473165000,,,,,,,,,,,,,,30,,,,,,,,,,,,,,40.43743056,-79.86357222
845,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473168600,,,,,,,,,,,,,,56,,,,,,,,,,,,,,40.43743056,-79.86357222
846,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473172200,,,,,,,,,,,,,,37,,,,,,,,,,,,,,40.43743056,-79.86357222
847,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473175800,,,,,,,,,,,,,,18,,,,,,,,,,,,,,40.43743056,-79.86357222
848,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473177600,56,21.41666667,,,,,,,,,,,,,,,,,,,,,20,,,,,40.43743056,-79.86357222
849,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473179400,,,,,,,,,,,,,,14,,,,,,,,,,,,,,40.43743056,-79.86357222
850,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473183000,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222
851,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473186600,,,,,,,,,,,,,,11,,,,,,,,,,,,,,40.43743056,-79.86357222
852,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473190200,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40.43743056,-79.86357222
853,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473193800,,,,,,,,,,,,,,10,,,,,,,,,,,,,,40.43743056,-79.86357222
854,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473197400,,,,,,,,,,,,,,21,,,,,,,,,,,,,,40.43743056,-79.86357222
855,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473201000,,,,,,,,,,,,,,19,,,,,,,,,,,,,,40.43743056,-79.86357222
856,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473204600,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222
857,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473208200,,,,,,,,,,,,,,19,,,,,,,,,,,,,,40.43743056,-79.86357222
858,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473211800,,,,,,,,,,,,,,21,,,,,,,,,,,,,,40.43743056,-79.86357222
859,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473215400,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222
860,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473219000,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222
861,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473222600,,,,,,,,,,,,,,16,,,,,,,,,,,,,,40.43743056,-79.86357222
862,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473226200,,,,,,,,,,,,,,12,,,,,,,,,,,,,,40.43743056,-79.86357222
863,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473229800,,,,,,,,,,,,,,21,,,,,,,,,,,,,,40.43743056,-79.86357222
864,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473233400,,,,,,,,,,,,,,24,,,,,,,,,,,,,,40.43743056,-79.86357222
865,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473237000,,,,,,,,,,,,,,19,,,,,,,,,,,,,,40.43743056,-79.86357222
866,5975,Parkway East Near Road ACHD,[40.43743055555555# -79.86357222222222],,1473240600,,,,,,,,,,,,,,15,,,,,,,,,,,,,,40.43743056,-79.86357222
