,Index,Id,Name,Location,OZONE_PPM,EpochTime,PM2_5_daily_max,PM2_5_daily_mean,OZONE,CO_PPM,PM25B_UG_M3_daily_mean,OZONE_PPM_daily_median,CO_PPB,PM25B_UG_M3,OZONE_daily_max,OZONE2_PPM,NO_PPB,OZONE_daily_mean,PM25T_UG_M3,PM2_5,OZONE2_PPM_daily_median,PM25B_UG_M3_daily_max,OZONE_PPM_daily_max,SO2_PPB,OZONE_PPM_daily_mean,OZONE_daily_median,PM25B_UG_M3_daily_median,PM10_UG_M3,PM2_5_daily_median,OZONE2_PPM_daily_mean,NO2_PPB,OZONE2_PPM_daily_max,PM10B_UG_M3,Latitude,Longitude,Time
1838,1838,26,Lawrenceville ACHD,[40.46542# -79.960757],0.041,1473629400,,,,,,,,8,,0.041,,,,,,,,,,,,,,,,,6,40.46542,-79.960757,9/11/16 17:30
1839,1839,26,Lawrenceville ACHD,[40.46542# -79.960757],0.041,1473633000,,,,,,,,7,,0.041,,,,,,,,,,,,,,,,,7,40.46542,-79.960757,9/11/16 18:30
1840,1840,26,Lawrenceville ACHD,[40.46542# -79.960757],0.036,1473636600,,,,,,,,5,,0.036,,,,,,,,,,,,,,,,,4,40.46542,-79.960757,9/11/16 19:30
1841,1841,26,Lawrenceville ACHD,[40.46542# -79.960757],0.027,1473640200,,,,,,,,8,,0.027,,,,,,,,,,,,,,,,,8,40.46542,-79.960757,9/11/16 20:30
1842,1842,26,Lawrenceville ACHD,[40.46542# -79.960757],0.024,1473643800,,,,,,,,12,,0.024,,,,,,,,,,,,,,,,,6,40.46542,-79.960757,9/11/16 21:30
1843,1843,26,Lawrenceville ACHD,[40.46542# -79.960757],0.019,1473647400,,,,,,,,13,,0.019,,,,,,,,,,,,,,,,,11,40.46542,-79.960757,9/11/16 22:30
1844,1844,26,Lawrenceville ACHD,[40.46542# -79.960757],0.012,1473651000,,,,,,,,9,,0.012,,,,,,,,,,,,,,,,,16,40.46542,-79.960757,9/11/16 23:30
1845,1845,26,Lawrenceville ACHD,[40.46542# -79.960757],0.013,1473654600,,,,,,,,9,,0.013,,,,,,,,,,,,,,,,,9,40.46542,-79.960757,9/12/16 00:30
1846,1846,26,Lawrenceville ACHD,[40.46542# -79.960757],0.01,1473658200,,,,,,,,8,,0.01,,,,,,,,,,,,,,,,,10,40.46542,-79.960757,9/12/16 01:30
1847,1847,26,Lawrenceville ACHD,[40.46542# -79.960757],0.008,1473661800,,,,,,,,5,,0.008,,,,,,,,,,,,,,,,,6,40.46542,-79.960757,9/12/16 02:30
1848,1848,26,Lawrenceville ACHD,[40.46542# -79.960757],0.007,1473665400,,,,,,,,11,,0.007,,,,,,,,,,,,,,,,,6,40.46542,-79.960757,9/12/16 03:30
1849,1849,26,Lawrenceville ACHD,[40.46542# -79.960757],0.007,1473669000,,,,,,,,8,,0.007,,,,,,,,,,,,,,,,,8,40.46542,-79.960757,9/12/16 04:30
1850,1850,26,Lawrenceville ACHD,[40.46542# -79.960757],0.003,1473672600,,,,,,,,8,,0.003,,,,,,,,,,,,,,,,,8,40.46542,-79.960757,9/12/16 05:30
1851,1851,26,Lawrenceville ACHD,[40.46542# -79.960757],0.001,1473676200,,,,,,,,6,,0.001,,,,,,,,,,,,,,,,,8,40.46542,-79.960757,9/12/16 06:30
1852,1852,26,Lawrenceville ACHD,[40.46542# -79.960757],0,1473679800,,,,,,,,4,,0,,,,,,,,,,,,,,,,,12,40.46542,-79.960757,9/12/16 07:30
1853,1853,26,Lawrenceville ACHD,[40.46542# -79.960757],0.003,1473683400,,,,,,,,9,,0.003,,,,,,,,,,,,,,,,,14,40.46542,-79.960757,9/12/16 08:30
1854,1854,26,Lawrenceville ACHD,[40.46542# -79.960757],0.007,1473687000,,,,,,,,10,,0.007,,,,,,,,,,,,,,,,,9,40.46542,-79.960757,9/12/16 09:30
1855,1855,26,Lawrenceville ACHD,[40.46542# -79.960757],0.012,1473690600,,,,,,,,12,,0.012,,,,,,,,,,,,,,,,,20,40.46542,-79.960757,9/12/16 10:30
1856,1856,26,Lawrenceville ACHD,[40.46542# -79.960757],0.026,1473694200,,,,,,,,15,,0.026,,,,,,,,,,,,,,,,,10,40.46542,-79.960757,9/12/16 11:30
1857,1857,26,Lawrenceville ACHD,[40.46542# -79.960757],,1473696000,,,,,10.125,0.0135,,,,,,,,,0.0135,15,0.055,,0.0235,,10,,,0.0235,,0.055,,40.46542,-79.960757,9/12/16 12:00
1858,1858,26,Lawrenceville ACHD,[40.46542# -79.960757],0.037,1473697800,,,,,,,,14,,0.037,,,,,,,,,,,,,,,,,10,40.46542,-79.960757,9/12/16 12:30
1859,1859,26,Lawrenceville ACHD,[40.46542# -79.960757],0.048,1473701400,,,,,,,,13,,0.048,,,,,,,,,,,,,,,,,17,40.46542,-79.960757,9/12/16 13:30
1860,1860,26,Lawrenceville ACHD,[40.46542# -79.960757],0.053,1473705000,,,,,,,,12,,0.053,,,,,,,,,,,,,,,,,16,40.46542,-79.960757,9/12/16 14:30
1861,1861,26,Lawrenceville ACHD,[40.46542# -79.960757],0.055,1473708600,,,,,,,,10,,0.055,,,,,,,,,,,,,,,,,15,40.46542,-79.960757,9/12/16 15:30
1862,1862,26,Lawrenceville ACHD,[40.46542# -79.960757],0.054,1473712200,,,,,,,,8,,0.054,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/12/16 16:30
1863,1863,26,Lawrenceville ACHD,[40.46542# -79.960757],0.054,1473715800,,,,,,,,13,,0.054,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/12/16 17:30
1864,1864,26,Lawrenceville ACHD,[40.46542# -79.960757],0.054,1473719400,,,,,,,,11,,0.054,,,,,,,,,,,,,,,,,12,40.46542,-79.960757,9/12/16 18:30
1865,1865,26,Lawrenceville ACHD,[40.46542# -79.960757],0.044,1473723000,,,,,,,,11,,0.044,,,,,,,,,,,,,,,,,7,40.46542,-79.960757,9/12/16 19:30
1866,1866,26,Lawrenceville ACHD,[40.46542# -79.960757],0.022,1473726600,,,,,,,,13,,0.022,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/12/16 20:30
1867,1867,26,Lawrenceville ACHD,[40.46542# -79.960757],0.021,1473730200,,,,,,,,10,,0.021,,,,,,,,,,,,,,,,,14,40.46542,-79.960757,9/12/16 21:30
1868,1868,26,Lawrenceville ACHD,[40.46542# -79.960757],0.014,1473733800,,,,,,,,14,,0.014,,,,,,,,,,,,,,,,,14,40.46542,-79.960757,9/12/16 22:30
1869,1869,26,Lawrenceville ACHD,[40.46542# -79.960757],0.011,1473737400,,,,,,,,9,,0.011,,,,,,,,,,,,,,,,,14,40.46542,-79.960757,9/12/16 23:30
1870,1870,26,Lawrenceville ACHD,[40.46542# -79.960757],0.006,1473741000,,,,,,,,12,,0.006,,,,,,,,,,,,,,,,,15,40.46542,-79.960757,9/13/16 00:30
1871,1871,26,Lawrenceville ACHD,[40.46542# -79.960757],0.003,1473744600,,,,,,,,10,,0.003,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/13/16 01:30
1872,1872,26,Lawrenceville ACHD,[40.46542# -79.960757],0.002,1473748200,,,,,,,,11,,0.002,,,,,,,,,,,,,,,,,9,40.46542,-79.960757,9/13/16 02:30
1873,1873,26,Lawrenceville ACHD,[40.46542# -79.960757],0.002,1473751800,,,,,,,,16,,0.002,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/13/16 03:30
1874,1874,26,Lawrenceville ACHD,[40.46542# -79.960757],0,1473755400,,,,,,,,8,,0,,,,,,,,,,,,,,,,,16,40.46542,-79.960757,9/13/16 04:30
1875,1875,26,Lawrenceville ACHD,[40.46542# -79.960757],0,1473759000,,,,,,,,8,,0,,,,,,,,,,,,,,,,,15,40.46542,-79.960757,9/13/16 05:30
1876,1876,26,Lawrenceville ACHD,[40.46542# -79.960757],0,1473762600,,,,,,,,11,,0,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/13/16 06:30
1877,1877,26,Lawrenceville ACHD,[40.46542# -79.960757],0.001,1473766200,,,,,,,,15,,0.001,,,,,,,,,,,,,,,,,21,40.46542,-79.960757,9/13/16 07:30
1878,1878,26,Lawrenceville ACHD,[40.46542# -79.960757],0.002,1473769800,,,,,,,,17,,0.002,,,,,,,,,,,,,,,,,35,40.46542,-79.960757,9/13/16 08:30
1879,1879,26,Lawrenceville ACHD,[40.46542# -79.960757],0.008,1473773400,,,,,,,,21,,0.008,,,,,,,,,,,,,,,,,51,40.46542,-79.960757,9/13/16 09:30
1880,1880,26,Lawrenceville ACHD,[40.46542# -79.960757],0.03,1473777000,,,,,,,,16,,0.03,,,,,,,,,,,,,,,,,22,40.46542,-79.960757,9/13/16 10:30
1881,1881,26,Lawrenceville ACHD,[40.46542# -79.960757],0.044,1473780600,,,,,,,,13,,0.044,,,,,,,,,,,,,,,,,24,40.46542,-79.960757,9/13/16 11:30
1882,1882,26,Lawrenceville ACHD,[40.46542# -79.960757],,1473782400,,,,,12,0.0225,,,,,,,,,0.0225,21,0.065,,0.027833333,,11,,,0.027833333,,0.065,,40.46542,-79.960757,9/13/16 12:00
1883,1883,26,Lawrenceville ACHD,[40.46542# -79.960757],0.055,1473784200,,,,,,,,11,,0.055,,,,,,,,,,,,,,,,,24,40.46542,-79.960757,9/13/16 12:30
1884,1884,26,Lawrenceville ACHD,[40.46542# -79.960757],0.056,1473787800,,,,,,,,8,,0.056,,,,,,,,,,,,,,,,,18,40.46542,-79.960757,9/13/16 13:30
1885,1885,26,Lawrenceville ACHD,[40.46542# -79.960757],0.061,1473791400,,,,,,,,13,,0.061,,,,,,,,,,,,,,,,,15,40.46542,-79.960757,9/13/16 14:30
1886,1886,26,Lawrenceville ACHD,[40.46542# -79.960757],0.063,1473795000,,,,,,,,11,,0.063,,,,,,,,,,,,,,,,,12,40.46542,-79.960757,9/13/16 15:30
1887,1887,26,Lawrenceville ACHD,[40.46542# -79.960757],0.065,1473798600,,,,,,,,11,,0.065,,,,,,,,,,,,,,,,,9,40.46542,-79.960757,9/13/16 16:30
1888,1888,26,Lawrenceville ACHD,[40.46542# -79.960757],0.06,1473802200,,,,,,,,13,,0.06,,,,,,,,,,,,,,,,,11,40.46542,-79.960757,9/13/16 17:30
1889,1889,26,Lawrenceville ACHD,[40.46542# -79.960757],0.06,1473805800,,,,,,,,9,,0.06,,,,,,,,,,,,,,,,,9,40.46542,-79.960757,9/13/16 18:30
1890,1890,26,Lawrenceville ACHD,[40.46542# -79.960757],0.053,1473809400,,,,,,,,9,,0.053,,,,,,,,,,,,,,,,,9,40.46542,-79.960757,9/13/16 19:30
1891,1891,26,Lawrenceville ACHD,[40.46542# -79.960757],0.035,1473813000,,,,,,,,9,,0.035,,,,,,,,,,,,,,,,,5,40.46542,-79.960757,9/13/16 20:30
1892,1892,26,Lawrenceville ACHD,[40.46542# -79.960757],0.025,1473816600,,,,,,,,9,,0.025,,,,,,,,,,,,,,,,,19,40.46542,-79.960757,9/13/16 21:30
1893,1893,26,Lawrenceville ACHD,[40.46542# -79.960757],0.02,1473820200,,,,,,,,15,,0.02,,,,,,,,,,,,,,,,,21,40.46542,-79.960757,9/13/16 22:30
1894,1894,26,Lawrenceville ACHD,[40.46542# -79.960757],0.017,1473823800,,,,,,,,12,,0.017,,,,,,,,,,,,,,,,,15,40.46542,-79.960757,9/13/16 23:30
1895,1895,26,Lawrenceville ACHD,[40.46542# -79.960757],0.012,1473827400,,,,,,,,12,,0.012,,,,,,,,,,,,,,,,,10,40.46542,-79.960757,9/14/16 00:30
1896,1896,26,Lawrenceville ACHD,[40.46542# -79.960757],0.008,1473831000,,,,,,,,13,,0.008,,,,,,,,,,,,,,,,,14,40.46542,-79.960757,9/14/16 01:30
1897,1897,26,Lawrenceville ACHD,[40.46542# -79.960757],0.006,1473834600,,,,,,,,13,,0.006,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/14/16 02:30
1898,1898,26,Lawrenceville ACHD,[40.46542# -79.960757],0.005,1473838200,,,,,,,,15,,0.005,,,,,,,,,,,,,,,,,15,40.46542,-79.960757,9/14/16 03:30
1899,1899,26,Lawrenceville ACHD,[40.46542# -79.960757],0.002,1473841800,,,,,,,,10,,0.002,,,,,,,,,,,,,,,,,18,40.46542,-79.960757,9/14/16 04:30
1900,1900,26,Lawrenceville ACHD,[40.46542# -79.960757],0.001,1473845400,,,,,,,,11,,0.001,,,,,,,,,,,,,,,,,21,40.46542,-79.960757,9/14/16 05:30
1901,1901,26,Lawrenceville ACHD,[40.46542# -79.960757],0,1473849000,,,,,,,,12,,0,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/14/16 06:30
1902,1902,26,Lawrenceville ACHD,[40.46542# -79.960757],0.001,1473852600,,,,,,,,18,,0.001,,,,,,,,,,,,,,,,,33,40.46542,-79.960757,9/14/16 07:30
1903,1903,26,Lawrenceville ACHD,[40.46542# -79.960757],0.002,1473856200,,,,,,,,19,,0.002,,,,,,,,,,,,,,,,,40,40.46542,-79.960757,9/14/16 08:30
1904,1904,26,Lawrenceville ACHD,[40.46542# -79.960757],0.006,1473859800,,,,,,,,20,,0.006,,,,,,,,,,,,,,,,,45,40.46542,-79.960757,9/14/16 09:30
1905,1905,26,Lawrenceville ACHD,[40.46542# -79.960757],0.028,1473863400,,,,,,,,13,,0.028,,,,,,,,,,,,,,,,,38,40.46542,-79.960757,9/14/16 10:30
1906,1906,26,Lawrenceville ACHD,[40.46542# -79.960757],0.045,1473867000,,,,,,,,18,,0.045,,,,,,,,,,,,,,,,,35,40.46542,-79.960757,9/14/16 11:30
1907,1907,26,Lawrenceville ACHD,[40.46542# -79.960757],,1473868800,,,,,14.58333333,0.02,,,,,,,,,0.02,21,0.071,,0.024375,,13,,,0.024375,,0.071,,40.46542,-79.960757,9/14/16 12:00
1908,1908,26,Lawrenceville ACHD,[40.46542# -79.960757],0.06,1473870600,,,,,,,,18,,0.06,,,,,,,,,,,,,,,,,42,40.46542,-79.960757,9/14/16 12:30
1909,1909,26,Lawrenceville ACHD,[40.46542# -79.960757],0.071,1473874200,,,,,,,,20,,0.071,,,,,,,,,,,,,,,,,36,40.46542,-79.960757,9/14/16 13:30
1910,1910,26,Lawrenceville ACHD,[40.46542# -79.960757],0.067,1473877800,,,,,,,,21,,0.067,,,,,,,,,,,,,,,,,25,40.46542,-79.960757,9/14/16 14:30
1911,1911,26,Lawrenceville ACHD,[40.46542# -79.960757],0.05,1473881400,,,,,,,,19,,0.05,,,,,,,,,,,,,,,,,25,40.46542,-79.960757,9/14/16 15:30
1912,1912,26,Lawrenceville ACHD,[40.46542# -79.960757],0.043,1473885000,,,,,,,,19,,0.043,,,,,,,,,,,,,,,,,14,40.46542,-79.960757,9/14/16 16:30
1913,1913,26,Lawrenceville ACHD,[40.46542# -79.960757],0.041,1473888600,,,,,,,,17,,0.041,,,,,,,,,,,,,,,,,14,40.46542,-79.960757,9/14/16 17:30
1914,1914,26,Lawrenceville ACHD,[40.46542# -79.960757],0.032,1473892200,,,,,,,,12,,0.032,,,,,,,,,,,,,,,,,,40.46542,-79.960757,9/14/16 18:30
1915,1915,26,Lawrenceville ACHD,[40.46542# -79.960757],0.026,1473895800,,,,,,,,9,,0.026,,,,,,,,,,,,,,,,,,40.46542,-79.960757,9/14/16 19:30
1916,1916,26,Lawrenceville ACHD,[40.46542# -79.960757],0.021,1473899400,,,,,,,,10,,0.021,,,,,,,,,,,,,,,,,7,40.46542,-79.960757,9/14/16 20:30
1917,1917,26,Lawrenceville ACHD,[40.46542# -79.960757],0.022,1473903000,,,,,,,,11,,0.022,,,,,,,,,,,,,,,,,8,40.46542,-79.960757,9/14/16 21:30
1918,1918,26,Lawrenceville ACHD,[40.46542# -79.960757],0.019,1473906600,,,,,,,,13,,0.019,,,,,,,,,,,,,,,,,12,40.46542,-79.960757,9/14/16 22:30
1919,1919,26,Lawrenceville ACHD,[40.46542# -79.960757],0.017,1473910200,,,,,,,,7,,0.017,,,,,,,,,,,,,,,,,7,40.46542,-79.960757,9/14/16 23:30
1920,1920,26,Lawrenceville ACHD,[40.46542# -79.960757],0.015,1473913800,,,,,,,,7,,0.015,,,,,,,,,,,,,,,,,7,40.46542,-79.960757,9/15/16 00:30
1921,1921,26,Lawrenceville ACHD,[40.46542# -79.960757],0.015,1473917400,,,,,,,,8,,0.015,,,,,,,,,,,,,,,,,6,40.46542,-79.960757,9/15/16 01:30
1922,1922,26,Lawrenceville ACHD,[40.46542# -79.960757],0.02,1473921000,,,,,,,,7,,0.02,,,,,,,,,,,,,,,,,9,40.46542,-79.960757,9/15/16 02:30
1923,1923,26,Lawrenceville ACHD,[40.46542# -79.960757],0.019,1473924600,,,,,,,,9,,0.019,,,,,,,,,,,,,,,,,7,40.46542,-79.960757,9/15/16 03:30
1924,1924,26,Lawrenceville ACHD,[40.46542# -79.960757],0.018,1473928200,,,,,,,,8,,0.018,,,,,,,,,,,,,,,,,5,40.46542,-79.960757,9/15/16 04:30
1925,1925,26,Lawrenceville ACHD,[40.46542# -79.960757],0.013,1473931800,,,,,,,,9,,0.013,,,,,,,,,,,,,,,,,9,40.46542,-79.960757,9/15/16 05:30
1926,1926,26,Lawrenceville ACHD,[40.46542# -79.960757],0.007,1473935400,,,,,,,,8,,0.007,,,,,,,,,,,,,,,,,7,40.46542,-79.960757,9/15/16 06:30
1927,1927,26,Lawrenceville ACHD,[40.46542# -79.960757],0.006,1473939000,,,,,,,,10,,0.006,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/15/16 07:30
1928,1928,26,Lawrenceville ACHD,[40.46542# -79.960757],0.011,1473942600,,,,,,,,8,,0.011,,,,,,,,,,,,,,,,,10,40.46542,-79.960757,9/15/16 08:30
1929,1929,26,Lawrenceville ACHD,[40.46542# -79.960757],0.014,1473946200,,,,,,,,6,,0.014,,,,,,,,,,,,,,,,,8,40.46542,-79.960757,9/15/16 09:30
1930,1930,26,Lawrenceville ACHD,[40.46542# -79.960757],0.015,1473949800,,,,,,,,7,,0.015,,,,,,,,,,,,,,,,,9,40.46542,-79.960757,9/15/16 10:30
1931,1931,26,Lawrenceville ACHD,[40.46542# -79.960757],0.013,1473953400,,,,,,,,9,,0.013,,,,,,,,,,,,,,,,,11,40.46542,-79.960757,9/15/16 11:30
1932,1932,26,Lawrenceville ACHD,[40.46542# -79.960757],,1473955200,,,,,7.47826087,0.018,,,,,,,,,0.018,10,0.037,,0.01975,,7,,,0.01975,,0.037,,40.46542,-79.960757,9/15/16 12:00
1933,1933,26,Lawrenceville ACHD,[40.46542# -79.960757],0.018,1473957000,,,,,,,,7,,0.018,,,,,,,,,,,,,,,,,11,40.46542,-79.960757,9/15/16 12:30
1934,1934,26,Lawrenceville ACHD,[40.46542# -79.960757],0.022,1473960600,,,,,,,,4,,0.022,,,,,,,,,,,,,,,,,11,40.46542,-79.960757,9/15/16 13:30
1935,1935,26,Lawrenceville ACHD,[40.46542# -79.960757],0.029,1473964200,,,,,,,,4,,0.029,,,,,,,,,,,,,,,,,11,40.46542,-79.960757,9/15/16 14:30
1936,1936,26,Lawrenceville ACHD,[40.46542# -79.960757],0.034,1473967800,,,,,,,,7,,0.034,,,,,,,,,,,,,,,,,15,40.46542,-79.960757,9/15/16 15:30
1937,1937,26,Lawrenceville ACHD,[40.46542# -79.960757],0.037,1473971400,,,,,,,,10,,0.037,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/15/16 16:30
1938,1938,26,Lawrenceville ACHD,[40.46542# -79.960757],0.032,1473975000,,,,,,,,7,,0.032,,,,,,,,,,,,,,,,,10,40.46542,-79.960757,9/15/16 17:30
1939,1939,26,Lawrenceville ACHD,[40.46542# -79.960757],0.034,1473978600,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,8,40.46542,-79.960757,9/15/16 18:30
1940,1940,26,Lawrenceville ACHD,[40.46542# -79.960757],0.034,1473982200,,,,,,,,4,,0.034,,,,,,,,,,,,,,,,,9,40.46542,-79.960757,9/15/16 19:30
1941,1941,26,Lawrenceville ACHD,[40.46542# -79.960757],0.029,1473985800,,,,,,,,7,,0.029,,,,,,,,,,,,,,,,,10,40.46542,-79.960757,9/15/16 20:30
1942,1942,26,Lawrenceville ACHD,[40.46542# -79.960757],0.022,1473989400,,,,,,,,7,,0.022,,,,,,,,,,,,,,,,,7,40.46542,-79.960757,9/15/16 21:30
1943,1943,26,Lawrenceville ACHD,[40.46542# -79.960757],0.01,1473993000,,,,,,,,9,,0.01,,,,,,,,,,,,,,,,,10,40.46542,-79.960757,9/15/16 22:30
1944,1944,26,Lawrenceville ACHD,[40.46542# -79.960757],0.007,1473996600,,,,,,,,10,,0.007,,,,,,,,,,,,,,,,,16,40.46542,-79.960757,9/15/16 23:30
1945,1945,26,Lawrenceville ACHD,[40.46542# -79.960757],0.009,1474000200,,,,,,,,10,,0.009,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/16/16 00:30
1946,1946,26,Lawrenceville ACHD,[40.46542# -79.960757],0.006,1474003800,,,,,,,,6,,0.006,,,,,,,,,,,,,,,,,16,40.46542,-79.960757,9/16/16 01:30
1947,1947,26,Lawrenceville ACHD,[40.46542# -79.960757],0.003,1474007400,,,,,,,,7,,0.003,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/16/16 02:30
1948,1948,26,Lawrenceville ACHD,[40.46542# -79.960757],0.003,1474011000,,,,,,,,10,,0.003,,,,,,,,,,,,,,,,,8,40.46542,-79.960757,9/16/16 03:30
1949,1949,26,Lawrenceville ACHD,[40.46542# -79.960757],0.002,1474014600,,,,,,,,6,,0.002,,,,,,,,,,,,,,,,,8,40.46542,-79.960757,9/16/16 04:30
1950,1950,26,Lawrenceville ACHD,[40.46542# -79.960757],0.002,1474018200,,,,,,,,10,,0.002,,,,,,,,,,,,,,,,,8,40.46542,-79.960757,9/16/16 05:30
1951,1951,26,Lawrenceville ACHD,[40.46542# -79.960757],0,1474021800,,,,,,,,8,,0,,,,,,,,,,,,,,,,,7,40.46542,-79.960757,9/16/16 06:30
1952,1952,26,Lawrenceville ACHD,[40.46542# -79.960757],0.001,1474025400,,,,,,,,10,,0.001,,,,,,,,,,,,,,,,,14,40.46542,-79.960757,9/16/16 07:30
1953,1953,26,Lawrenceville ACHD,[40.46542# -79.960757],0.004,1474029000,,,,,,,,8,,0.004,,,,,,,,,,,,,,,,,16,40.46542,-79.960757,9/16/16 08:30
1954,1954,26,Lawrenceville ACHD,[40.46542# -79.960757],0.007,1474032600,,,,,,,,9,,0.007,,,,,,,,,,,,,,,,,23,40.46542,-79.960757,9/16/16 09:30
1955,1955,26,Lawrenceville ACHD,[40.46542# -79.960757],0.015,1474036200,,,,,,,,13,,0.015,,,,,,,,,,,,,,,,,38,40.46542,-79.960757,9/16/16 10:30
1956,1956,26,Lawrenceville ACHD,[40.46542# -79.960757],0.035,1474039800,,,,,,,,22,,0.035,,,,,,,,,,,,,,,,,37,40.46542,-79.960757,9/16/16 11:30
1957,1957,26,Lawrenceville ACHD,[40.46542# -79.960757],,1474041600,,,,,11.33333333,0.027,,,,,,,,,0.027,22,0.06,,0.02625,,10,,,0.02625,,0.06,,40.46542,-79.960757,9/16/16 12:00
1958,1958,26,Lawrenceville ACHD,[40.46542# -79.960757],0.048,1474043400,,,,,,,,13,,0.048,,,,,,,,,,,,,,,,,30,40.46542,-79.960757,9/16/16 12:30
1959,1959,26,Lawrenceville ACHD,[40.46542# -79.960757],0.055,1474047000,,,,,,,,15,,0.055,,,,,,,,,,,,,,,,,35,40.46542,-79.960757,9/16/16 13:30
1960,1960,26,Lawrenceville ACHD,[40.46542# -79.960757],0.058,1474050600,,,,,,,,15,,0.058,,,,,,,,,,,,,,,,,22,40.46542,-79.960757,9/16/16 14:30
1961,1961,26,Lawrenceville ACHD,[40.46542# -79.960757],0.06,1474054200,,,,,,,,18,,0.06,,,,,,,,,,,,,,,,,24,40.46542,-79.960757,9/16/16 15:30
1962,1962,26,Lawrenceville ACHD,[40.46542# -79.960757],0.059,1474057800,,,,,,,,15,,0.059,,,,,,,,,,,,,,,,,16,40.46542,-79.960757,9/16/16 16:30
1963,1963,26,Lawrenceville ACHD,[40.46542# -79.960757],0.058,1474061400,,,,,,,,13,,0.058,,,,,,,,,,,,,,,,,22,40.46542,-79.960757,9/16/16 17:30
1964,1964,26,Lawrenceville ACHD,[40.46542# -79.960757],0.048,1474065000,,,,,,,,10,,0.048,,,,,,,,,,,,,,,,,16,40.46542,-79.960757,9/16/16 18:30
1965,1965,26,Lawrenceville ACHD,[40.46542# -79.960757],0.037,1474068600,,,,,,,,10,,0.037,,,,,,,,,,,,,,,,,7,40.46542,-79.960757,9/16/16 19:30
1966,1966,26,Lawrenceville ACHD,[40.46542# -79.960757],0.034,1474072200,,,,,,,,10,,0.034,,,,,,,,,,,,,,,,,5,40.46542,-79.960757,9/16/16 20:30
1967,1967,26,Lawrenceville ACHD,[40.46542# -79.960757],0.032,1474075800,,,,,,,,17,,0.032,,,,,,,,,,,,,,,,,18,40.46542,-79.960757,9/16/16 21:30
1968,1968,26,Lawrenceville ACHD,[40.46542# -79.960757],0.03,1474079400,,,,,,,,10,,0.03,,,,,,,,,,,,,,,,,13,40.46542,-79.960757,9/16/16 22:30
1969,1969,26,Lawrenceville ACHD,[40.46542# -79.960757],0.024,1474083000,,,,,,,,7,,0.024,,,,,,,,,,,,,,,,,18,40.46542,-79.960757,9/16/16 23:30
1970,1970,26,Lawrenceville ACHD,[40.46542# -79.960757],0.028,1474086600,,,,,,,,8,,0.028,,,,,,,,,,,,,,,,,12,40.46542,-79.960757,9/17/16 00:30
1971,1971,26,Lawrenceville ACHD,[40.46542# -79.960757],0.03,1474090200,,,,,,,,12,,0.03,,,,,,,,,,,,,,,,,10,40.46542,-79.960757,9/17/16 01:30
1972,1972,26,Lawrenceville ACHD,[40.46542# -79.960757],0.027,1474093800,,,,,,,,10,,0.027,,,,,,,,,,,,,,,,,17,40.46542,-79.960757,9/17/16 02:30
1973,1973,26,Lawrenceville ACHD,[40.46542# -79.960757],0.023,1474097400,,,,,,,,11,,0.023,,,,,,,,,,,,,,,,,16,40.46542,-79.960757,9/17/16 03:30
1974,1974,26,Lawrenceville ACHD,[40.46542# -79.960757],0.021,1474101000,,,,,,,,12,,0.021,,,,,,,,,,,,,,,,,20,40.46542,-79.960757,9/17/16 04:30
1975,1975,26,Lawrenceville ACHD,[40.46542# -79.960757],0.019,1474104600,,,,,,,,13,,0.019,,,,,,,,,,,,,,,,,16,40.46542,-79.960757,9/17/16 05:30
1976,1976,26,Lawrenceville ACHD,[40.46542# -79.960757],0.019,1474108200,,,,,,,,12,,0.019,,,,,,,,,,,,,,,,,16,40.46542,-79.960757,9/17/16 06:30
1977,1977,26,Lawrenceville ACHD,[40.46542# -79.960757],0.018,1474111800,,,,,,,,14,,0.018,,,,,,,,,,,,,,,,,22,40.46542,-79.960757,9/17/16 07:30
1978,1978,26,Lawrenceville ACHD,[40.46542# -79.960757],0.026,1474115400,,,,,,,,14,,0.026,,,,,,,,,,,,,,,,,18,40.46542,-79.960757,9/17/16 08:30
1979,1979,26,Lawrenceville ACHD,[40.46542# -79.960757],0.034,1474119000,,,,,,,,17,,0.034,,,,,,,,,,,,,,,,,24,40.46542,-79.960757,9/17/16 09:30
1980,1980,26,Lawrenceville ACHD,[40.46542# -79.960757],0.039,1474122600,,,,,,,,17,,0.039,,,,,,,,,,,,,,,,,26,40.46542,-79.960757,9/17/16 10:30
1981,1981,26,Lawrenceville ACHD,[40.46542# -79.960757],0.043,1474126200,,,,,,,,18,,0.043,,,,,,,,,,,,,,,,,23,40.46542,-79.960757,9/17/16 11:30
